county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Delta,"Bark River Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,5,0,1,6
Delta,"Bark River Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,3,0,0,3
Delta,"Bark River Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,7,0,0,7
Delta,"Bark River Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,3,0,0,3
Delta,"Bark River Township, Precinct 1",U.S. Senate,,Write-in,,1,0,0,1
Delta,"Bark River Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",U.S. Senate,,Under Vote Count,,15,0,1,16
Delta,"Bark River Township, Precinct 1",U.S. House,1,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",U.S. House,1,Callie Barr,Democrat,188,0,19,207
Delta,"Bark River Township, Precinct 1",U.S. House,1,Jack Bergman,Republican,620,0,110,730
Delta,"Bark River Township, Precinct 1",U.S. House,1,Andrew Gale,Libertarian,9,0,1,10
Delta,"Bark River Township, Precinct 1",U.S. House,1,Liz Hakola,Working Class,16,0,2,18
Delta,"Bark River Township, Precinct 1",U.S. House,1,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",U.S. House,1,Under Vote Count,,13,0,1,14
Delta,"Bark River Township, Precinct 1",State House,108,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",State House,108,Christiana Reynolds,Democrat,175,0,19,194
Delta,"Bark River Township, Precinct 1",State House,108,David Prestin,Republican,630,0,110,740
Delta,"Bark River Township, Precinct 1",State House,108,Kayla Wikstrom,Libertarian,17,0,1,18
Delta,"Bark River Township, Precinct 1",State House,108,Write-in,,1,0,0,1
Delta,"Bark River Township, Precinct 1",State House,108,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",State House,108,Under Vote Count,,23,0,3,26
Delta,"Bark River Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,161,0,16,177
Delta,"Bark River Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,151,0,16,167
Delta,"Bark River Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,556,0,100,656
Delta,"Bark River Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,554,0,101,655
Delta,"Bark River Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,23,0,2,25
Delta,"Bark River Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,8,0,0,8
Delta,"Bark River Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,15,0,1,16
Delta,"Bark River Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,32,0,3,35
Delta,"Bark River Township, Precinct 1",Member of the State Board of Education,,Write-in,,4,0,0,4
Delta,"Bark River Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,2,0,0,2
Delta,"Bark River Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,186,0,27,213
Delta,"Bark River Township, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,170,0,15,185
Delta,"Bark River Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,157,0,15,172
Delta,"Bark River Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,566,0,104,670
Delta,"Bark River Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,504,0,93,597
Delta,"Bark River Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,22,0,4,26
Delta,"Bark River Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,32,0,1,33
Delta,"Bark River Township, Precinct 1",Regent of the University of Michigan,,Write-in,,6,0,0,6
Delta,"Bark River Township, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,235,0,34,269
Delta,"Bark River Township, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,172,0,16,188
Delta,"Bark River Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,146,0,14,160
Delta,"Bark River Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,549,0,103,652
Delta,"Bark River Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,531,0,96,627
Delta,"Bark River Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,18,0,2,20
Delta,"Bark River Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,12,0,2,14
Delta,"Bark River Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,12,0,0,12
Delta,"Bark River Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,11,0,0,11
Delta,"Bark River Township, Precinct 1",Trustee of Michigan State University,,Write-in,,4,0,0,4
Delta,"Bark River Township, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,237,0,33,270
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,144,0,14,158
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,164,0,11,175
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,517,0,98,615
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,529,0,93,622
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,14,0,1,15
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,11,0,2,13
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,4,0,0,4
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,32,0,5,37
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,10,0,0,10
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,Write-in,,7,0,0,7
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,260,0,42,302
Delta,"Bark River Township, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",County Prosecuting Attorney,,Lauren Wickman,Republican,690,0,115,805
Delta,"Bark River Township, Precinct 1",County Prosecuting Attorney,,Write-in,,10,0,1,11
Delta,"Bark River Township, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,146,0,17,163
Delta,"Bark River Township, Precinct 1",County Sheriff,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",County Sheriff,,Todd M. Tardiff,Republican,694,0,114,808
Delta,"Bark River Township, Precinct 1",County Sheriff,,Write-in,,9,0,0,9
Delta,"Bark River Township, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",County Sheriff,,Under Vote Count,,143,0,19,162
Delta,"Bark River Township, Precinct 1",County Clerk and Register of Deeds,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",County Clerk and Register of Deeds,,Nancy Kolich Przewrocki,Republican,713,0,116,829
Delta,"Bark River Township, Precinct 1",County Clerk and Register of Deeds,,Write-in,,7,0,0,7
Delta,"Bark River Township, Precinct 1",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",County Clerk and Register of Deeds,,Under Vote Count,,126,0,17,143
Delta,"Bark River Township, Precinct 1",County Treasurer,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",County Treasurer,,Sherry Godfrey,Republican,696,0,117,813
Delta,"Bark River Township, Precinct 1",County Treasurer,,Write-in,,8,0,0,8
Delta,"Bark River Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",County Treasurer,,Under Vote Count,,142,0,16,158
Delta,"Bark River Township, Precinct 1",County Road Commissioner,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",County Road Commissioner,,Bob Aschbacher,Democrat,336,0,36,372
Delta,"Bark River Township, Precinct 1",County Road Commissioner,,Mark Asselin,Democrat,345,0,39,384
Delta,"Bark River Township, Precinct 1",County Road Commissioner,,Write-in,,33,0,4,37
Delta,"Bark River Township, Precinct 1",County Road Commissioner,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",County Road Commissioner,,Under Vote Count,,978,0,187,1165
Delta,"Bark River Township, Precinct 1",County Drain Commissioner,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",County Drain Commissioner,,Dean Auger,Republican,659,0,112,771
Delta,"Bark River Township, Precinct 1",County Drain Commissioner,,Write-in,,9,0,0,9
Delta,"Bark River Township, Precinct 1",County Drain Commissioner,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",County Drain Commissioner,,Under Vote Count,,178,0,21,199
Delta,"Bark River Township, Precinct 1",County Surveyor,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",County Surveyor,,Terence S. Wanic,Republican,689,0,116,805
Delta,"Bark River Township, Precinct 1",County Surveyor,,Write-in,,9,0,0,9
Delta,"Bark River Township, Precinct 1",County Surveyor,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",County Surveyor,,Under Vote Count,,148,0,17,165
Delta,"Bark River Township, Precinct 1",County Commissioner 3rd  District,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",County Commissioner 3rd  District,,Christine Williams,Republican,577,0,105,682
Delta,"Bark River Township, Precinct 1",County Commissioner 3rd  District,,Myra Croasdell,No Party Affiliation,145,0,15,160
Delta,"Bark River Township, Precinct 1",County Commissioner 3rd  District,,Write-in,,5,0,0,5
Delta,"Bark River Township, Precinct 1",County Commissioner 3rd  District,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",County Commissioner 3rd  District,,Under Vote Count,,119,0,13,132
Delta,"Bark River Township, Precinct 1",Bark River Township Supervisor,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Bark River Township Supervisor,,Matt Hanson,Republican,719,0,120,839
Delta,"Bark River Township, Precinct 1",Bark River Township Supervisor,,Write-in,,4,0,1,5
Delta,"Bark River Township, Precinct 1",Bark River Township Supervisor,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",Bark River Township Supervisor,,Under Vote Count,,123,0,12,135
Delta,"Bark River Township, Precinct 1",Bark River Township Clerk,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Bark River Township Clerk,,Mark S. Ray,Republican,722,0,123,845
Delta,"Bark River Township, Precinct 1",Bark River Township Clerk,,Write-in,,4,0,0,4
Delta,"Bark River Township, Precinct 1",Bark River Township Clerk,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",Bark River Township Clerk,,Under Vote Count,,120,0,10,130
Delta,"Bark River Township, Precinct 1",Bark River Township Treasurer,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Bark River Township Treasurer,,Judith Davis,Republican,700,0,120,820
Delta,"Bark River Township, Precinct 1",Bark River Township Treasurer,,Write-in,,6,0,0,6
Delta,"Bark River Township, Precinct 1",Bark River Township Treasurer,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",Bark River Township Treasurer,,Under Vote Count,,140,0,13,153
Delta,"Bark River Township, Precinct 1",Bark River Township Trustee,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Bark River Township Trustee,,Randy Gorecki,Republican,640,0,107,747
Delta,"Bark River Township, Precinct 1",Bark River Township Trustee,,Kenneth J. Knauf,Republican,656,0,109,765
Delta,"Bark River Township, Precinct 1",Bark River Township Trustee,,Write-in,,8,0,0,8
Delta,"Bark River Township, Precinct 1",Bark River Township Trustee,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",Bark River Township Trustee,,Under Vote Count,,388,0,50,438
Delta,"Bark River Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Andrew Fink,,315,0,59,374
Delta,"Bark River Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Kimberly Ann Thomas,,273,0,39,312
Delta,"Bark River Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Write-in,,8,0,2,10
Delta,"Bark River Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Under Vote Count,,250,0,33,283
Delta,"Bark River Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,245,0,38,283
Delta,"Bark River Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Patrick William O'Grady,,331,0,57,388
Delta,"Bark River Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Write-in,,12,0,1,13
Delta,"Bark River Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Over Vote Count,,1,0,0,1
Delta,"Bark River Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Under Vote Count,,257,0,37,294
Delta,"Bark River Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Stephen L. Borrello,,462,0,75,537
Delta,"Bark River Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Write-in,,14,0,1,15
Delta,"Bark River Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Under Vote Count,,370,0,57,427
Delta,"Bark River Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,452,0,75,527
Delta,"Bark River Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Write-in,,14,0,1,15
Delta,"Bark River Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Over Vote Count,,1,0,0,1
Delta,"Bark River Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Under Vote Count,,379,0,57,436
Delta,"Bark River Township, Precinct 1",Judge of Probate Court,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Judge of Probate Court,,Perry R. Lund,,498,0,81,579
Delta,"Bark River Township, Precinct 1",Judge of Probate Court,,Write-in,,14,0,1,15
Delta,"Bark River Township, Precinct 1",Judge of Probate Court,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",Judge of Probate Court,,Under Vote Count,,334,0,51,385
Delta,"Bark River Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Dennis L. Hopkins,,267,0,36,303
Delta,"Bark River Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Terri Mileski,,317,0,49,366
Delta,"Bark River Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Steven D. Soderman,,367,0,55,422
Delta,"Bark River Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Write-in,,11,0,2,13
Delta,"Bark River Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Over Vote Count,,0,0,0,0
Delta,"Bark River Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Under Vote Count,,730,0,124,854
Delta,"Bark River Township, Precinct 1",Bark River-Harris Schools Board Member,,Ballots Cast,,846,0,133,979
Delta,"Bark River Township, Precinct 1",Bark River-Harris Schools Board Member,,Melissa Pach Kemppainen,,453,0,60,513
Delta,"Bark River Township, Precinct 1",Bark River-Harris Schools Board Member,,Jeanette Peltier,,361,0,68,429
