county,precinct,office,district,candidate,party,votes,election_day,absentee,early_voting
Bay,City of Bay City Ward 5 Precinct 1,Regent of the University of Michigan State,,Sevag Vartanian,REP,685,355,184,146
Bay,City of Bay City Ward 5 Precinct 1,Regent of the University of Michigan State,,Andrew Chadderdon,LIB,72,47,17,8
Bay,City of Bay City Ward 5 Precinct 1,Regent of the University of Michigan State,,Donna M. Oetman,UST,73,41,24,8
Bay,City of Bay City Ward 5 Precinct 1,Regent of the University of Michigan State,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Trustee of Michigan State University State,,Rebecca Bahar-Cook,DEM,986,357,521,108
Bay,City of Bay City Ward 5 Precinct 1,Trustee of Michigan State University State,,Thomas Stallworth III,DEM,893,309,487,97
Bay,City of Bay City Ward 5 Precinct 1,Trustee of Michigan State University State,,Mike Balow,REP,799,418,224,157
Bay,City of Bay City Ward 5 Precinct 1,Trustee of Michigan State University State,,Julie Maday,REP,764,387,224,153
Bay,City of Bay City Ward 5 Precinct 1,Trustee of Michigan State University State,,Grant T. Baker,LIB,48,36,7,5
Bay,City of Bay City Ward 5 Precinct 1,Trustee of Michigan State University State,,Janet M. Sanger,UST,55,30,21,4
Bay,City of Bay City Ward 5 Precinct 1,Trustee of Michigan State University State,,John Paul Sanger,UST,36,21,14,1
Bay,City of Bay City Ward 5 Precinct 1,Trustee of Michigan State University State,,John Anthony La Pietra,GRN,27,17,7,3
Bay,City of Bay City Ward 5 Precinct 1,Trustee of Michigan State University State,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Governor of Wayne State University State,,Rasha Demashkieh,DEM,912,325,483,104
Bay,City of Bay City Ward 5 Precinct 1,Governor of Wayne State University State,,Mark T. Gaffney,DEM,938,323,518,97
Bay,City of Bay City Ward 5 Precinct 1,Governor of Wayne State University State,,Michael Busuito,REP,786,405,224,157
Bay,City of Bay City Ward 5 Precinct 1,Governor of Wayne State University State,,Sunny Reddy,REP,745,389,205,151
Bay,City of Bay City Ward 5 Precinct 1,Governor of Wayne State University State,,Farid Ishac,LIB,29,21,5,3
Bay,City of Bay City Ward 5 Precinct 1,Governor of Wayne State University State,,William Mohr II,UST,32,19,9,4
Bay,City of Bay City Ward 5 Precinct 1,Governor of Wayne State University State,,Sami Makhoul,GRN,17,11,4,2
Bay,City of Bay City Ward 5 Precinct 1,Governor of Wayne State University State,,Suzanne Roehrig,WCP,93,57,31,5
Bay,City of Bay City Ward 5 Precinct 1,Governor of Wayne State University State,,Kathleen Oakford,NLP,26,13,11,2
Bay,City of Bay City Ward 5 Precinct 1,Governor of Wayne State University State,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,County Executive Bay County,,Jim Barcia,DEM,1181,431,615,135
Bay,City of Bay City Ward 5 Precinct 1,County Executive Bay County,,Kevin Shark,REP,778,418,208,152
Bay,City of Bay City Ward 5 Precinct 1,County Executive Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Prosecuting Attorney Bay County,,Nancy E. Borushko,DEM,1075,398,557,120
Bay,City of Bay City Ward 5 Precinct 1,Prosecuting Attorney Bay County,,Mike Kanuszewski,REP,954,490,289,175
Bay,City of Bay City Ward 5 Precinct 1,Prosecuting Attorney Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Sheriff Bay County,,Troy R. Cunningham,DEM,1536,682,668,186
Bay,City of Bay City Ward 5 Precinct 1,Sheriff Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Clerk Bay County,,Kathleen Zanotti,DEM,1499,649,670,180
Bay,City of Bay City Ward 5 Precinct 1,Clerk Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Treasurer Bay County,,Weston Prince,DEM,1462,638,648,176
Bay,City of Bay City Ward 5 Precinct 1,Treasurer Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Register of Deeds Bay County,,Brandon D. Krause,DEM,1469,638,653,178
Bay,City of Bay City Ward 5 Precinct 1,Register of Deeds Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,County Road Commissioner Bay County,,Michael J. Maillette,DEM,1057,384,556,117
Bay,City of Bay City Ward 5 Precinct 1,County Road Commissioner Bay County,,Bill Schumacher,REP,943,497,276,170
Bay,City of Bay City Ward 5 Precinct 1,County Road Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Drain Commissioner Bay County,,Bill Jordan,DEM,991,352,532,107
Bay,City of Bay City Ward 5 Precinct 1,Drain Commissioner Bay County,,Michael Rivard,REP,1007,533,292,182
Bay,City of Bay City Ward 5 Precinct 1,Drain Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,County Commissioner County Commissioner District 05,,Thomas M. Herek,DEM,1181,434,622,125
Bay,City of Bay City Ward 5 Precinct 1,County Commissioner County Commissioner District 05,,Christopher T. Rupp,REP,852,460,225,167
Bay,City of Bay City Ward 5 Precinct 1,County Commissioner County Commissioner District 05,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Justice of Supreme Court Supreme Court,,Andrew Fink,,610,329,180,101
Bay,City of Bay City Ward 5 Precinct 1,Justice of Supreme Court Supreme Court,,Kimberly Ann Thomas,,1037,391,523,123
Bay,City of Bay City Ward 5 Precinct 1,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Justice of Supreme Court Supreme Court,,Kyra Harris Bolden,,1086,437,521,128
Bay,City of Bay City Ward 5 Precinct 1,Justice of Supreme Court Supreme Court,,Patrick William O'Grady,,546,278,179,89
Bay,City of Bay City Ward 5 Precinct 1,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Judge of Court of Appeals 4th District,,Stephen L. Borrello,,1396,639,578,179
Bay,City of Bay City Ward 5 Precinct 1,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Judge of Court of Appeals 4th District,,Allie Greenleaf Maldonado,,1368,630,557,181
Bay,City of Bay City Ward 5 Precinct 1,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Judge of Probate Court Bay County Probate Court,,Jan A. Miner,,1456,656,607,193
Bay,City of Bay City Ward 5 Precinct 1,Judge of Probate Court Bay County Probate Court,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Judge of District Court 74th District,,Timothy J. Kelly,,1477,670,612,195
Bay,City of Bay City Ward 5 Precinct 1,Judge of District Court 74th District,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Delta College Board of Trustees Member County of Bay Delta College,,Michael D. Rowley,,1400,649,567,184
Bay,City of Bay City Ward 5 Precinct 1,Delta College Board of Trustees Member County of Bay Delta College,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Delta College Board of Trustees Member County of Midland Delta College,,Stacey L. Gannon,,1305,615,515,175
Bay,City of Bay City Ward 5 Precinct 1,Delta College Board of Trustees Member County of Midland Delta College,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Delta College Board of Trustees Member County of Saginaw Delta College,,Alexis S. Thomas,,1298,610,515,173
Bay,City of Bay City Ward 5 Precinct 1,Delta College Board of Trustees Member County of Saginaw Delta College,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Mayor City of Bay City,,Andrea E. Burney,,466,235,157,74
Bay,City of Bay City Ward 5 Precinct 1,Mayor City of Bay City,,Christopher R. Girard,,1210,506,551,153
Bay,City of Bay City Ward 5 Precinct 1,Mayor City of Bay City,,Write-ins,,53,23,30,0
Bay,City of Bay City Ward 5 Precinct 1,Local School District Board Member Bay City Public Schools,,Thomas A. Baird,,613,268,276,69
Bay,City of Bay City Ward 5 Precinct 1,Local School District Board Member Bay City Public Schools,,Christopher Connors,,460,201,196,63
Bay,City of Bay City Ward 5 Precinct 1,Local School District Board Member Bay City Public Schools,,David Hackett,,264,136,95,33
Bay,City of Bay City Ward 5 Precinct 1,Local School District Board Member Bay City Public Schools,,Wendy Legner,,872,355,401,116
Bay,City of Bay City Ward 5 Precinct 1,Local School District Board Member Bay City Public Schools,,Mason Pressler,,553,243,245,65
Bay,City of Bay City Ward 5 Precinct 1,Local School District Board Member Bay City Public Schools,,Carrie Sepeda,,548,238,238,72
Bay,City of Bay City Ward 5 Precinct 1,Local School District Board Member Bay City Public Schools,,David N. Welch,,576,254,247,75
Bay,City of Bay City Ward 5 Precinct 1,Local School District Board Member Bay City Public Schools,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 5 Precinct 1,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,Yes,,1123,497,440,186
Bay,City of Bay City Ward 5 Precinct 1,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,No,,865,377,392,96
Bay,City of Bay City Ward 5 Precinct 1,Mosquito Control Millage Renewal Bay County,,Yes,,1620,671,736,213
Bay,City of Bay City Ward 5 Precinct 1,Mosquito Control Millage Renewal Bay County,,No,,375,205,102,68
Bay,City of Bay City Ward 5 Precinct 1,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,Yes,,1362,545,630,187
Bay,City of Bay City Ward 5 Precinct 1,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,No,,614,324,199,91
Bay,City of Bay City Ward 6 Precinct 1,Registered Voters - Total,,,,3018,,,
Bay,City of Bay City Ward 6 Precinct 1,Ballots Cast - Total,,,,1731,760,670,301
Bay,City of Bay City Ward 6 Precinct 1,Ballots Cast - Blank,,,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,Straight Party Ticket,,Democrat,DEM,535,187,282,66
Bay,City of Bay City Ward 6 Precinct 1,Straight Party Ticket,,Republican,REP,433,231,109,93
Bay,City of Bay City Ward 6 Precinct 1,Straight Party Ticket,,Libertarian,LIB,12,7,4,1
Bay,City of Bay City Ward 6 Precinct 1,Straight Party Ticket,,U.S. Taxpayers,UST,5,3,2,0
Bay,City of Bay City Ward 6 Precinct 1,Straight Party Ticket,,Green,GRN,2,1,1,0
Bay,City of Bay City Ward 6 Precinct 1,Straight Party Ticket,,Working Class,WCP,7,5,0,2
Bay,City of Bay City Ward 6 Precinct 1,Straight Party Ticket,,Natural Law,NLP,3,2,1,0
Bay,City of Bay City Ward 6 Precinct 1,President,,Kamala D. Harris,DEM,867,315,438,114
Bay,City of Bay City Ward 6 Precinct 1,President,,Donald J. Trump,REP,828,431,211,186
Bay,City of Bay City Ward 6 Precinct 1,President,,Chase Oliver,LIB,7,5,2,0
Bay,City of Bay City Ward 6 Precinct 1,President,,Randall Terry,UST,3,1,2,0
Bay,City of Bay City Ward 6 Precinct 1,President,,Jill Stein,GRN,4,3,1,0
Bay,City of Bay City Ward 6 Precinct 1,President,,"Robert F. Kennedy, Jr.",NLP,10,1,9,0
Bay,City of Bay City Ward 6 Precinct 1,President,,Joseph Kishore,,1,0,1,0
Bay,City of Bay City Ward 6 Precinct 1,President,,Cornel West,,1,1,0,0
Bay,City of Bay City Ward 6 Precinct 1,President,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,U.S. Senate,,Elissa Slotkin,DEM,879,311,450,118
Bay,City of Bay City Ward 6 Precinct 1,U.S. Senate,,Mike Rogers,REP,749,390,187,172
Bay,City of Bay City Ward 6 Precinct 1,U.S. Senate,,Joseph Solis-Mullen,LIB,27,18,6,3
Bay,City of Bay City Ward 6 Precinct 1,U.S. Senate,,Dave Stein,UST,18,9,9,0
Bay,City of Bay City Ward 6 Precinct 1,U.S. Senate,,Douglas P. Marsh,GRN,15,9,5,1
Bay,City of Bay City Ward 6 Precinct 1,U.S. Senate,,Doug Dern,NLP,9,5,2,2
Bay,City of Bay City Ward 6 Precinct 1,U.S. Senate,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,U.S. House,8,Kristen McDonald Rivet,DEM,905,331,446,128
Bay,City of Bay City Ward 6 Precinct 1,U.S. House,8,Paul Junge,REP,682,348,178,156
Bay,City of Bay City Ward 6 Precinct 1,U.S. House,8,Steve Barcelo,LIB,36,24,9,3
Bay,City of Bay City Ward 6 Precinct 1,U.S. House,8,James Allen Little,UST,17,11,4,2
Bay,City of Bay City Ward 6 Precinct 1,U.S. House,8,Jim Casha,GRN,11,8,2,1
Bay,City of Bay City Ward 6 Precinct 1,U.S. House,8,Kathy Goodwin,WCP,42,16,19,7
Bay,City of Bay City Ward 6 Precinct 1,U.S. House,8,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,State House,96,"Rudy M. Howard, Jr.",DEM,814,295,415,104
Bay,City of Bay City Ward 6 Precinct 1,State House,96,Timothy Beson,REP,853,435,232,186
Bay,City of Bay City Ward 6 Precinct 1,State House,96,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,Member of the State Board of Education State,,Theodore Jones,DEM,767,264,397,106
Bay,City of Bay City Ward 6 Precinct 1,Member of the State Board of Education State,,Adam Frederick Zemke,DEM,727,247,381,99
Bay,City of Bay City Ward 6 Precinct 1,Member of the State Board of Education State,,Tom McMillin,REP,667,336,175,156
Bay,City of Bay City Ward 6 Precinct 1,Member of the State Board of Education State,,Nikki Snyder,REP,656,324,180,152
Bay,City of Bay City Ward 6 Precinct 1,Member of the State Board of Education State,,Scotty Boman,LIB,72,41,20,11
Bay,City of Bay City Ward 6 Precinct 1,Member of the State Board of Education State,,Ted Gerrard,UST,35,21,9,5
Bay,City of Bay City Ward 6 Precinct 1,Member of the State Board of Education State,,Christine C. Schwartz,UST,42,23,14,5
Bay,City of Bay City Ward 6 Precinct 1,Member of the State Board of Education State,,Mary Anne Hering,WCP,114,60,46,8
Bay,City of Bay City Ward 6 Precinct 1,Member of the State Board of Education State,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,Regent of the University of Michigan State,,Shauna Ryder Diggs,DEM,785,277,403,105
Bay,City of Bay City Ward 6 Precinct 1,Regent of the University of Michigan State,,Denise Ilitch,DEM,781,270,405,106
Bay,City of Bay City Ward 6 Precinct 1,Regent of the University of Michigan State,,Carl Meyers,REP,703,357,190,156
Bay,City of Bay City Ward 6 Precinct 1,Regent of the University of Michigan State,,Sevag Vartanian,REP,591,295,156,140
Bay,City of Bay City Ward 6 Precinct 1,Regent of the University of Michigan State,,Andrew Chadderdon,LIB,69,41,19,9
Bay,City of Bay City Ward 6 Precinct 1,Regent of the University of Michigan State,,Donna M. Oetman,UST,76,36,32,8
Bay,City of Bay City Ward 6 Precinct 1,Regent of the University of Michigan State,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,Trustee of Michigan State University State,,Rebecca Bahar-Cook,DEM,795,285,403,107
Bay,City of Bay City Ward 6 Precinct 1,Trustee of Michigan State University State,,Thomas Stallworth III,DEM,725,247,379,99
Bay,City of Bay City Ward 6 Precinct 1,Trustee of Michigan State University State,,Mike Balow,REP,660,340,178,142
Bay,City of Bay City Ward 6 Precinct 1,Trustee of Michigan State University State,,Julie Maday,REP,639,309,180,150
Bay,City of Bay City Ward 6 Precinct 1,Trustee of Michigan State University State,,Grant T. Baker,LIB,63,35,15,13
Bay,City of Bay City Ward 6 Precinct 1,Trustee of Michigan State University State,,Janet M. Sanger,UST,52,25,22,5
Bay,City of Bay City Ward 6 Precinct 1,Trustee of Michigan State University State,,John Paul Sanger,UST,43,21,18,4
Bay,City of Bay City Ward 6 Precinct 1,Trustee of Michigan State University State,,John Anthony La Pietra,GRN,30,10,17,3
Bay,City of Bay City Ward 6 Precinct 1,Trustee of Michigan State University State,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,Governor of Wayne State University State,,Rasha Demashkieh,DEM,744,265,380,99
Bay,City of Bay City Ward 6 Precinct 1,Governor of Wayne State University State,,Mark T. Gaffney,DEM,765,264,397,104
Bay,City of Bay City Ward 6 Precinct 1,Governor of Wayne State University State,,Michael Busuito,REP,652,328,178,146
Bay,City of Bay City Ward 6 Precinct 1,Governor of Wayne State University State,,Sunny Reddy,REP,618,303,169,146
Bay,City of Bay City Ward 6 Precinct 1,Governor of Wayne State University State,,Farid Ishac,LIB,42,24,12,6
Bay,City of Bay City Ward 6 Precinct 1,Governor of Wayne State University State,,William Mohr II,UST,34,19,10,5
Bay,City of Bay City Ward 6 Precinct 1,Governor of Wayne State University State,,Sami Makhoul,GRN,18,8,9,1
Bay,City of Bay City Ward 6 Precinct 1,Governor of Wayne State University State,,Suzanne Roehrig,WCP,84,39,37,8
Bay,City of Bay City Ward 6 Precinct 1,Governor of Wayne State University State,,Kathleen Oakford,NLP,25,12,10,3
Bay,City of Bay City Ward 6 Precinct 1,Governor of Wayne State University State,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,County Executive Bay County,,Jim Barcia,DEM,940,341,477,122
Bay,City of Bay City Ward 6 Precinct 1,County Executive Bay County,,Kevin Shark,REP,671,349,164,158
Bay,City of Bay City Ward 6 Precinct 1,County Executive Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,Prosecuting Attorney Bay County,,Nancy E. Borushko,DEM,866,317,435,114
Bay,City of Bay City Ward 6 Precinct 1,Prosecuting Attorney Bay County,,Mike Kanuszewski,REP,798,405,214,179
Bay,City of Bay City Ward 6 Precinct 1,Prosecuting Attorney Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,Sheriff Bay County,,Troy R. Cunningham,DEM,1226,504,536,186
Bay,City of Bay City Ward 6 Precinct 1,Sheriff Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,Clerk Bay County,,Kathleen Zanotti,DEM,1200,497,529,174
Bay,City of Bay City Ward 6 Precinct 1,Clerk Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,Treasurer Bay County,,Weston Prince,DEM,1176,487,520,169
Bay,City of Bay City Ward 6 Precinct 1,Treasurer Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,Register of Deeds Bay County,,Brandon D. Krause,DEM,1185,489,524,172
Bay,City of Bay City Ward 6 Precinct 1,Register of Deeds Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,County Road Commissioner Bay County,,Michael J. Maillette,DEM,848,309,430,109
Bay,City of Bay City Ward 6 Precinct 1,County Road Commissioner Bay County,,Bill Schumacher,REP,791,406,208,177
Bay,City of Bay City Ward 6 Precinct 1,County Road Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,Drain Commissioner Bay County,,Bill Jordan,DEM,815,288,422,105
Bay,City of Bay City Ward 6 Precinct 1,Drain Commissioner Bay County,,Michael Rivard,REP,827,423,222,182
Bay,City of Bay City Ward 6 Precinct 1,Drain Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,City of Bay City Ward 6 Precinct 1,County Commissioner County Commissioner District 05,,Thomas M. Herek,DEM,888,321,449,118
Bay,City of Bay City Ward 6 Precinct 1,County Commissioner County Commissioner District 05,,Christopher T. Rupp,REP,758,388,200,170
