county,precinct,office,district,party,candidate,votes,election,early_voting,absentee
Eaton,"Brookfield Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,4,3,0,1
Eaton,"Carmel Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,5,3,2,0
Eaton,"Chester Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,0,0,0,0
Eaton,"Delta Charter Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,4,0,1,3
Eaton,"Delta Charter Township, Precinct 2",U.S. Senate,,GRN,Douglas P. Marsh,1,0,1,0
Eaton,"Delta Charter Township, Precinct 3",U.S. Senate,,GRN,Douglas P. Marsh,5,2,1,2
Eaton,"Delta Charter Township, Precinct 4",U.S. Senate,,GRN,Douglas P. Marsh,2,1,0,1
Eaton,"Delta Charter Township, Precinct 5",U.S. Senate,,GRN,Douglas P. Marsh,9,7,1,1
Eaton,"Delta Charter Township, Precinct 6",U.S. Senate,,GRN,Douglas P. Marsh,16,10,3,3
Eaton,"Delta Charter Township, Precinct 7",U.S. Senate,,GRN,Douglas P. Marsh,13,8,2,3
Eaton,"Delta Charter Township, Precinct 8",U.S. Senate,,GRN,Douglas P. Marsh,9,5,1,3
Eaton,"Delta Charter Township, Precinct 11",U.S. Senate,,GRN,Douglas P. Marsh,4,2,0,2
Eaton,"Delta Charter Township, Precinct 12",U.S. Senate,,GRN,Douglas P. Marsh,1,0,1,0
Eaton,"Delta Charter Township, Precinct 13",U.S. Senate,,GRN,Douglas P. Marsh,2,2,0,0
Eaton,"Delta Charter Township, Precinct 14",U.S. Senate,,GRN,Douglas P. Marsh,3,2,1,0
Eaton,"Delta Charter Township, Precinct 15",U.S. Senate,,GRN,Douglas P. Marsh,6,1,1,4
Eaton,"Delta Charter Township, Precinct 16",U.S. Senate,,GRN,Douglas P. Marsh,13,7,4,2
Eaton,"Eaton Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,8,4,2,2
Eaton,"Eaton Rapids Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,4,2,0,2
Eaton,"Hamlin Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,8,5,1,2
Eaton,"Kalamo Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,2,2,0,0
Eaton,"Kalamo Township, Precinct 2",U.S. Senate,,GRN,Douglas P. Marsh,0,0,0,0
Eaton,"Oneida Charter Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,6,3,1,2
Eaton,"Roxand Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,5,4,0,1
Eaton,"Sunfield Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,5,4,0,1
Eaton,"Vermontville Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,4,4,0,0
Eaton,"Walton Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,2,2,0,0
Eaton,"Windsor Charter Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,10,8,0,2
Eaton,"Windsor Charter Township, Precinct 2",U.S. Senate,,GRN,Douglas P. Marsh,9,5,2,2
Eaton,"Windsor Charter Township, Precinct 3",U.S. Senate,,GRN,Douglas P. Marsh,13,8,1,4
Eaton,"City of Charlotte, Dist. 1, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,9,2,0,7
Eaton,"City of Charlotte, Dist. 2, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,18,6,4,8
Eaton,"City of Eaton Rapids, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,1,1,0,0
Eaton,"City of Eaton Rapids, Precinct 2",U.S. Senate,,GRN,Douglas P. Marsh,8,3,1,4
Eaton,"City of Eaton Rapids, Precinct 3",U.S. Senate,,GRN,Douglas P. Marsh,4,1,0,3
Eaton,"City of Grand Ledge, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,14,11,2,1
Eaton,"City of Grand Ledge, Precinct 2",U.S. Senate,,GRN,Douglas P. Marsh,10,9,0,1
Eaton,"City of Grand Ledge, Precinct 3",U.S. Senate,,GRN,Douglas P. Marsh,3,2,0,1
Eaton,"City of Grand Ledge, Precinct 4",U.S. Senate,,GRN,Douglas P. Marsh,4,3,0,1
Eaton,"City of Olivet, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,3,3,0,0
Eaton,"City of Potterville, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,6,5,0,1
Eaton,"City of Lansing, 3-22",U.S. Senate,,GRN,Douglas P. Marsh,16,7,2,7
Eaton,"Bellevue Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,3,3,0,0
Eaton,"Benton Charter Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,5,2,1,2
Eaton,"Brookfield Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,1,1,0,0
Eaton,"Carmel Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,2,2,0,0
Eaton,"Chester Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,9,6,1,2
Eaton,"Delta Charter Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,0,0,0,0
Eaton,"Delta Charter Township, Precinct 2",U.S. Senate,,NLP,Doug Dern,0,0,0,0
Eaton,"Delta Charter Township, Precinct 3",U.S. Senate,,NLP,Doug Dern,3,1,0,2
Eaton,"Delta Charter Township, Precinct 4",U.S. Senate,,NLP,Doug Dern,1,0,0,1
Eaton,"Delta Charter Township, Precinct 5",U.S. Senate,,NLP,Doug Dern,4,2,0,2
Eaton,"Delta Charter Township, Precinct 6",U.S. Senate,,NLP,Doug Dern,7,5,0,2
Eaton,"Delta Charter Township, Precinct 7",U.S. Senate,,NLP,Doug Dern,5,4,0,1
Eaton,"Delta Charter Township, Precinct 8",U.S. Senate,,NLP,Doug Dern,4,2,0,2
Eaton,"Delta Charter Township, Precinct 11",U.S. Senate,,NLP,Doug Dern,1,1,0,0
Eaton,"Delta Charter Township, Precinct 12",U.S. Senate,,NLP,Doug Dern,5,4,1,0
Eaton,"Delta Charter Township, Precinct 13",U.S. Senate,,NLP,Doug Dern,1,0,1,0
Eaton,"Delta Charter Township, Precinct 14",U.S. Senate,,NLP,Doug Dern,3,1,1,1
Eaton,"Delta Charter Township, Precinct 15",U.S. Senate,,NLP,Doug Dern,4,2,0,2
Eaton,"Delta Charter Township, Precinct 16",U.S. Senate,,NLP,Doug Dern,5,2,2,1
Eaton,"Eaton Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,8,5,2,1
Eaton,"Eaton Rapids Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,6,3,1,2
Eaton,"Hamlin Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,9,5,1,3
Eaton,"Kalamo Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,4,2,0,2
Eaton,"Kalamo Township, Precinct 2",U.S. Senate,,NLP,Doug Dern,1,1,0,0
Eaton,"Oneida Charter Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,7,3,0,4
Eaton,"Roxand Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,1,1,0,0
Eaton,"Sunfield Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,4,3,0,1
Eaton,"Vermontville Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,4,4,0,0
Eaton,"Walton Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,3,2,0,1
Eaton,"Windsor Charter Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,5,3,0,2
Eaton,"Windsor Charter Township, Precinct 2",U.S. Senate,,NLP,Doug Dern,4,3,0,1
Eaton,"Windsor Charter Township, Precinct 3",U.S. Senate,,NLP,Doug Dern,5,3,2,0
Eaton,"City of Charlotte, Dist. 1, Precinct 1",U.S. Senate,,NLP,Doug Dern,8,6,0,2
Eaton,"City of Charlotte, Dist. 2, Precinct 1",U.S. Senate,,NLP,Doug Dern,14,12,1,1
Eaton,"City of Eaton Rapids, Precinct 1",U.S. Senate,,NLP,Doug Dern,2,1,1,0
Eaton,"City of Eaton Rapids, Precinct 2",U.S. Senate,,NLP,Doug Dern,5,4,1,0
Eaton,"City of Eaton Rapids, Precinct 3",U.S. Senate,,NLP,Doug Dern,4,3,0,1
Eaton,"City of Grand Ledge, Precinct 1",U.S. Senate,,NLP,Doug Dern,3,2,0,1
Eaton,"City of Grand Ledge, Precinct 2",U.S. Senate,,NLP,Doug Dern,2,0,1,1
Eaton,"City of Grand Ledge, Precinct 3",U.S. Senate,,NLP,Doug Dern,3,3,0,0
Eaton,"City of Grand Ledge, Precinct 4",U.S. Senate,,NLP,Doug Dern,0,0,0,0
Eaton,"City of Olivet, Precinct 1",U.S. Senate,,NLP,Doug Dern,1,1,0,0
Eaton,"City of Potterville, Precinct 1",U.S. Senate,,NLP,Doug Dern,9,9,0,0
Eaton,"City of Lansing, 3-22",U.S. Senate,,NLP,Doug Dern,8,7,0,1
Eaton,"Bellevue Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Benton Charter Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Brookfield Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Carmel Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Chester Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 2",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 3",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 4",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 5",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 6",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 7",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 8",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 11",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 12",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 13",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 14",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 15",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 16",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Eaton Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Eaton Rapids Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Hamlin Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Kalamo Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Kalamo Township, Precinct 2",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Oneida Charter Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Roxand Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Sunfield Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Vermontville Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Walton Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 2",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 3",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"City of Charlotte, Dist. 1, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"City of Charlotte, Dist. 2, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 2",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 3",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 2",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 3",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 4",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"City of Olivet, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"City of Potterville, Precinct 1",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"City of Lansing, 3-22",U.S. Senate,,,James Chapmano - Write-In,0,0,0,0
Eaton,"Bellevue Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Benton Charter Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Brookfield Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Carmel Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Chester Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 2",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 3",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 4",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 5",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 6",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 7",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 8",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 11",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 12",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 13",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 14",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 15",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 16",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Eaton Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Eaton Rapids Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Hamlin Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Kalamo Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Kalamo Township, Precinct 2",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Oneida Charter Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Roxand Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Sunfield Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Vermontville Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Walton Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 2",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 3",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"City of Charlotte, Dist. 1, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"City of Charlotte, Dist. 2, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 2",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 3",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 2",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 3",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 4",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"City of Olivet, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"City of Potterville, Precinct 1",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"City of Lansing, 3-22",U.S. Senate,,,Marcus A. Irvine - Write-In,0,0,0,0
Eaton,"Bellevue Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Benton Charter Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Brookfield Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Carmel Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Chester Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 2",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 3",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 4",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 5",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 6",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 7",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 8",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 11",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 12",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 13",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 14",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 15",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Delta Charter Township, Precinct 16",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Eaton Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Eaton Rapids Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Hamlin Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Kalamo Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Kalamo Township, Precinct 2",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Oneida Charter Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Roxand Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Sunfield Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Vermontville Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Walton Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 2",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 3",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"City of Charlotte, Dist. 1, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"City of Charlotte, Dist. 2, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 2",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 3",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 2",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 3",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 4",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"City of Olivet, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"City of Potterville, Precinct 1",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"City of Lansing, 3-22",U.S. Senate,,,Valerie Lee Willis - Write-In,0,0,0,0
Eaton,"Bellevue Township, Precinct 1",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Benton Charter Township, Precinct 1",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Brookfield Township, Precinct 1",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Carmel Township, Precinct 1",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Chester Township, Precinct 1",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 1",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 2",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 3",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 4",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 5",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 6",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 7",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 8",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 11",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 12",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 13",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 14",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 15",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 16",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Eaton Township, Precinct 1",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Eaton Rapids Township, Precinct 1",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Hamlin Township, Precinct 1",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Kalamo Township, Precinct 1",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Kalamo Township, Precinct 2",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Oneida Charter Township, Precinct 1",U.S. Senate,,,Unassigned write-ins,0,0,0,0
Eaton,"Roxand Township, Precinct 1",U.S. Senate,,,Unassigned write-ins,0,0,0,0
