county,office,district,party,last,first,middle,suffix,votes
OGEMAW,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
ONTONAGON,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,2066
ONTONAGON,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,1176
ONTONAGON,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,128
ONTONAGON,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,17
ONTONAGON,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,29
ONTONAGON,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,2
ONTONAGON,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
ONTONAGON,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
ONTONAGON,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
ONTONAGON,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
ONTONAGON,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
ONTONAGON,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,8
ONTONAGON,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
OSCEOLA,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,7336
OSCEOLA,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,2705
OSCEOLA,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,401
OSCEOLA,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,52
OSCEOLA,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,96
OSCEOLA,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,7
OSCEOLA,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
OSCEOLA,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
OSCEOLA,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
OSCEOLA,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
OSCEOLA,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
OSCEOLA,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,12
OSCEOLA,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
OSCODA,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,2843
OSCODA,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,1044
OSCODA,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,140
OSCODA,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,17
OSCODA,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,18
OSCODA,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,0
OSCODA,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
OSCODA,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
OSCODA,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
OSCODA,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
OSCODA,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
OSCODA,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,11
OSCODA,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
OTSEGO,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,8266
OTSEGO,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,3556
OTSEGO,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,482
OTSEGO,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,56
OTSEGO,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,163
OTSEGO,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,6
OTSEGO,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
OTSEGO,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
OTSEGO,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,2
OTSEGO,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
OTSEGO,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
OTSEGO,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,7
OTSEGO,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
OTTAWA,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,88467
OTTAWA,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,44973
OTTAWA,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,6324
OTTAWA,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,676
OTTAWA,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,1418
OTTAWA,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,47
OTTAWA,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
OTTAWA,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,1
OTTAWA,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,8
OTTAWA,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,16
OTTAWA,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,21
OTTAWA,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,783
OTTAWA,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,4488
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,2400
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,237
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,39
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,50
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,3
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,1
PRESQUE ISLE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
ROSCOMMON,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,8141
ROSCOMMON,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,4287
ROSCOMMON,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,413
ROSCOMMON,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,50
ROSCOMMON,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,142
ROSCOMMON,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,3
ROSCOMMON,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
ROSCOMMON,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
ROSCOMMON,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
ROSCOMMON,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
ROSCOMMON,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
ROSCOMMON,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,4
ROSCOMMON,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,1
SAGINAW,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,45469
SAGINAW,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,44396
SAGINAW,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,3199
SAGINAW,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,324
SAGINAW,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,780
SAGINAW,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,31
SAGINAW,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
SAGINAW,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
SAGINAW,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,1
SAGINAW,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
SAGINAW,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,3
SAGINAW,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,117
SAGINAW,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
ST. CLAIR,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,49051
ST. CLAIR,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,24553
ST. CLAIR,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,2972
ST. CLAIR,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,271
ST. CLAIR,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,1062
ST. CLAIR,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,38
ST. CLAIR,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
ST. CLAIR,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
ST. CLAIR,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
ST. CLAIR,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
ST. CLAIR,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,3
ST. CLAIR,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,53
ST. CLAIR,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,14884
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,7526
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,934
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,111
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,290
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,12
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,0
ST. JOSEPH,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
SANILAC,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,13446
SANILAC,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,4873
SANILAC,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,662
SANILAC,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,77
SANILAC,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,170
SANILAC,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,15
SANILAC,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
SANILAC,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
SANILAC,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
SANILAC,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
SANILAC,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,4
SANILAC,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,2
SANILAC,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,2556
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,1369
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,165
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,29
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,31
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,1
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,0
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,3
SCHOOLCRAFT,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,19230
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,12546
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,1660
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,221
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,362
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,22
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,2
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,0
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,NPA,McMullin,Evan,,,68
SHIAWASSEE,President of the United States 4 Year Term (1) Position,,NPA,Moorehead,Monica,,,0
TUSCOLA,President of the United States 4 Year Term (1) Position,,REP,Trump,Donald,J.,,17102
TUSCOLA,President of the United States 4 Year Term (1) Position,,DEM,Clinton,Hillary,,,7429
TUSCOLA,President of the United States 4 Year Term (1) Position,,LIB,Johnson,Gary,,,872
TUSCOLA,President of the United States 4 Year Term (1) Position,,UST,Castle,Darrell,L.,,122
TUSCOLA,President of the United States 4 Year Term (1) Position,,GRN,Stein,Jill,,,221
TUSCOLA,President of the United States 4 Year Term (1) Position,,NLP,Soltysik,Emidio,Mimi,,16
TUSCOLA,President of the United States 4 Year Term (1) Position,,NPA,Fox,Cherunda,,,0
TUSCOLA,President of the United States 4 Year Term (1) Position,,NPA,Hartnell,Ben,,,0
TUSCOLA,President of the United States 4 Year Term (1) Position,,NPA,Hoefling,Tom,,,2
TUSCOLA,President of the United States 4 Year Term (1) Position,,NPA,Kotlikoff,Laurence,,,0
TUSCOLA,President of the United States 4 Year Term (1) Position,,NPA,Maturen,Michael,A.,,1
